booking_id,months_as_member,weight,days_before,day_of_week,time,category,attended
0554,9,88.9,8,Thu,AM,HIIT,0
0555,17,81.36,7,Thu,PM,HIIT,1
0556,7,88.76,12,Sat,AM,HIIT,-0
0557,28,76.94,2,Mon,AM,Strength,1
0558,9,73.43,12,Sat,AM,HIIT,-0
0559,30,62.93,10,Fri,AM,HIIT,0
0560,8,76.09,10,Fri,AM,HIIT,-0
0561,14,82.03,2,Mon,AM,Strength,1
0562,4,93.8,14,Sun,AM,Strength,-0
0563,33,74.65,4,Tue,PM,Cycling,0
0564,32,73.05,2,Mon,AM,Strength,1
0565,10,92.9,2,Mon,AM,HIIT,0
0566,3,105.26,10 days,Fri,AM,Cycling,-0
0567,15,60.48,2,Mon,AM,Strength,1
0568,18,91.96,4,Tue,AM,Cycling,1
0569,9,118.89,14,Sun,PM,HIIT,0
0570,9,81.29,12,Sat,AM,HIIT,-0
0571,13,89.18,4,Tue,AM,HIIT,0
0572,6,88.92,14,Sun,AM,HIIT,0
0573,17,86.76,14,Sun,AM,HIIT,1
0574,24,69.93,15,Sun,AM,HIIT,1
0575,33,65.48,10,Fri,AM,Strength,0
0576,6,93.61,10,Fri,AM,HIIT,0
0577,6,93.9,5,Tue,PM,HIIT,-0
0578,13,66.22,11,Sat,PM,Cycling,0
0579,11,85.85,12,Thu,PM,Cycling,0
0580,20,98.05,10,Fri,AM,Strength,1
0581,11,78.56,12,Sat,AM,HIIT,1
0582,5,101.35,2,Mon,AM,-,0
0583,26,103.79,13,Sat,PM,HIIT,1
0584,8,86.4,2,Monday,AM,Cycling,-0
0585,33,83.91,15,Sun,AM,HIIT,1
0586,12,81.96,2,Mon,PM,Cycling,0
0587,16,76.97,4,Tue,AM,HIIT,0
0588,7,73.95,2,Mon,AM,Cycling,0
0589,15,100.25,4,Tue,AM,Cycling,-0
0590,9,107.75,10,Thu,PM,HIIT,0
0591,61,73.69,10,Fri,AM,HIIT,1
0592,14,78.42,6,Wed,PM,HIIT,0
0593,7,95.77,2,Mon,AM,HIIT,-0
0594,48,65.02,10,Fri,AM,HIIT,1
0595,5,111.45,10,Fri,AM,HIIT,-0
0596,6,80.26,8,Wed,PM,HIIT,0
0597,9,86.65,4,Tue,PM,Strength,1
0598,13,93.42,8,Thu,AM,HIIT,1
0599,12,65.59,4,Tue,AM,Strength,0
0600,10,87.93,13,Sat,AM,Cycling,-0
0601,19,73.83,10,Fri,AM,Cycling,-0
0602,13,71.74,14,Sun,PM,Yoga,-0
0603,6,73.63,8,Thu,AM,Yoga,0
0604,38,74.23,2,Mon,AM,HIIT,0
0605,6,90.6,14,Sat,PM,HIIT,-0
0606,19,61.77,10,Fri,AM,HIIT,1
0607,12,62.92,17,Sun,PM,Aqua,0
0608,23,85.39,4,Tue,AM,Cycling,1
0609,9,100.55,14,Sun,AM,Cycling,0
0610,16,90.05,2,Mon,AM,Cycling,1
0611,21,64.96,14,Sun,AM,HIIT,1
0612,7,92.87,14,Sun,AM,HIIT,-0
0613,9,97.62,14,Sun,AM,Strength,1
0614,14,79.4,10,Fri,AM,Cycling,0
0615,8,77.18,12,Sat,AM,HIIT,-0
0616,12,86.26,10,Fri,AM,Cycling,1
0617,11,87.41,10,Fri.,AM,Cycling,-0
0618,3,86.95,14,Sun,AM,HIIT,-0
0619,6,100.13,4,Tue,AM,HIIT,0
0620,20,76.53,6,Wednesday,AM,Cycling,1
0621,50,68.92,2,Mon,AM,Cycling,1
0622,4,117.81,2,Mon,AM,Yoga,-0
0623,15,72.38,14,Sun,AM,HIIT,0
0624,9,104.31,10,Fri,AM,HIIT,0
0625,14,87.57,10,Fri,AM,Cycling,0
0626,11,80.36,8,Thu,AM,HIIT,1
0627,5,89.14,13,Sun,PM,Strength,-0
0628,16,83.92,9,Wed,PM,HIIT,0
0629,17,92.08,8,Thu,AM,HIIT,0
0630,11,78.02,10,Fri,AM,Strength,0
0631,10,85.15,4,Tue,PM,HIIT,0
0632,22,92.92,2,Mon,AM,Aqua,1
0633,16,73.52,8,Thu,AM,HIIT,1
0634,15,92.56,6,Wednesday,AM,HIIT,1
0635,20,67.33,10,Fri,AM,HIIT,1
0636,34,63.04,10,Fri,AM,Cycling,0
0637,19,75.78,3,Tue,PM,Cycling,0
0638,6,98.24,10,Fri,AM,HIIT,-0
0639,16,81.66,10,Fri,AM,HIIT,0
0640,7,78.08,2,Mon,AM,Aqua,-0
0641,19,79.09,8,Thu,PM,HIIT,1
0642,8,75.74,10,Wed,PM,Cycling,-0
0643,28,83.59,14,Sun,AM,-,1
0644,40,71.78,10,Fri,AM,Yoga,1
0645,14,94.11,14,Sun,AM,Yoga,0
0646,65,81.81,11,Sat,PM,Strength,1
0647,6,92.37,8,Thu,AM,HIIT,-0
0648,15,87.87,10,Fri,AM,Yoga,0
0649,5,120.58,12,Sat,AM,Cycling,-0
0650,33,65.27,14,Sun,AM,Strength,0
0651,8,78.59,3,Tue,PM,HIIT,0
0652,19,62.4,10,Fri,AM,HIIT,1
0653,19,74.67,10,Fri,AM,Yoga,0
0654,6,101.17,12,Sat,AM,Cycling,-0
0655,18,79.35,8,Thu,AM,Cycling,0
0656,5,NA,12,Sat,AM,Strength,-0
0657,13,71.99,6,Wed,AM,Strength,0
0658,21,74.06,12,Sat,AM,Strength,0
0659,12,72.51,2,Mon,AM,HIIT,0
0660,8,96.19,2,Mon,AM,Aqua,0
0661,55,73.66,4,Tue,AM,HIIT,1
0662,12,75.48,12,Sat,AM,Cycling,0
0663,29,71.22,12,Sat,AM,HIIT,1
0664,22,83.28,4,Tue,PM,HIIT,0
0665,21,82.87,9,Thu,AM,Cycling,1
0666,22,74.67,7,Thu,PM,Cycling,0
0667,20,69.43,14,Sun,AM,Aqua,1
0668,12,78.39,10,Fri,AM,HIIT,1
0669,13,78.87,8,Thu,AM,Yoga,1
0670,29,68.63,8,Thu,PM,HIIT,1
0671,6,119.63,14,Sun,AM,Strength,-0
0672,29,74.22,8,Thu,PM,Cycling,1
0673,9,84.72,10,Fri,AM,Yoga,1
0674,5,91.71,10 days,Fri,AM,Cycling,-0
0675,19,79.35,12,Sat,AM,Strength,0
0676,21,98.24,8,Thu,AM,HIIT,1
0677,2,79.12,6,Wed,AM,HIIT,-0
0678,39,61.42,4,Tue,AM,Strength,1
0679,12,73.33,2,Mon,AM,Cycling,0
0680,50,71.86,11,Sat,PM,HIIT,1
0681,9,81.55,8,Thu,PM,Cycling,0
0682,13,78.54,2,Mon,AM,HIIT,0
0683,14,69.48,10,Fri,AM,HIIT,0
0684,29,69.87,11,Sat,PM,HIIT,1
0685,24,65.4,4,Tue,AM,HIIT,1
0686,45,73.9,4,Tue,AM,Aqua,1
0687,12,91.48,12,Sat,AM,Strength,0
0688,3,78.67,14,Sun,AM,HIIT,0
0689,19,92.99,6,Wed,PM,Cycling,1
0690,14,76.24,10,Fri,AM,HIIT,1
0691,38,77.43,6,Wednesday,AM,Cycling,1
0692,25,87.35,15,Sun,PM,Cycling,1
0693,6,93.32,8,Mon,PM,HIIT,0
0694,3,170.52,14,Sun,AM,Yoga,-0
0695,23,74.51,14,Sun,AM,Yoga,1
0696,17,84.22,6,Wednesday,PM,Cycling,0
0697,9,110.07,14,Sun,AM,HIIT,-0
0698,12,78.44,12,Sat,AM,HIIT,1
0699,19,76.8,12,Sat,AM,Aqua,-0
0700,15,69.83,3,Mon,AM,Cycling,0
0701,10,82.74,14,Sun,AM,Cycling,1
0702,4,102.47,8,Thu,AM,Strength,-0
0703,8,73.85,3,Mon,AM,Strength,0
0704,41,72.5,10,Fri,AM,HIIT,1
0705,5,103.17,12,Sat,AM,-,-0
0706,10,83.71,8,Thu,PM,HIIT,-0
0707,6,88.74,4,Tue,AM,HIIT,-0
0708,15,80.04,15,Sun,AM,HIIT,1
0709,7,81.37,12,Sat,AM,Cycling,1
0710,3,102.97,14,Sun,AM,Strength,-0
0711,24,79.64,5,Tue,PM,HIIT,1
0712,12,82.08,4,Tue,AM,Yoga,0
0713,8,93.09,14,Sun,AM,Cycling,0
0714,4,87.26,2,Mon,AM,Yoga,-0
0715,22,64.66,8,Thu,AM,Yoga,1
0716,27,77.96,10,Fri,AM,Cycling,0
0717,6,92.29,8,Thu,AM,Cycling,0
0718,23,84.66,2,Mon,AM,Cycling,1
0719,6,101.59,4,Tue,PM,Cycling,0
0720,3,94.44,10,Fri.,AM,HIIT,-0
0721,31,65.71,2,Monday,AM,HIIT,0
0722,12,80.07,10,Fri,AM,Strength,0
0723,6,100.76,4,Tue,PM,Cycling,0
0724,11,90.45,2,Mon,AM,Cycling,1
0725,36,72.07,12,Sat,AM,Cycling,1
0726,12,96.19,10,Fri,AM,Strength,1
0727,11,69.41,4,Tue,AM,HIIT,0
0728,20,83.84,8,Thu,AM,Cycling,1
0729,6,80.45,12,Sat,AM,Cycling,-0
0730,17,83.45,4,Tue,AM,Strength,1
0731,4,78.62,12,Sat,AM,HIIT,0
0732,13,98.58,4,Tue,AM,Cycling,0
0733,16,70.3,13,Sat,PM,Cycling,0
0734,13,112.39,8,Thu,AM,HIIT,-0
0735,7,NA,8,Thu,AM,HIIT,0
0736,8,81.56,2,Mon,AM,-,-0
0737,17,101.27,2,Mon,AM,HIIT,0
0738,9,73.8,12,Sat,AM,Strength,-0
0739,52,58.24,4,Tue,AM,Aqua,1
0740,18,78.68,12,Sat,AM,Yoga,0
0741,39,76.59,2,Mon,AM,Cycling,1
0742,10,75.19,10,Fri,AM,Yoga,0
0743,11,NA,10,Wed,PM,HIIT,-0
0744,15,76.65,8,Thu,PM,HIIT,0
0745,20,78.86,10,Fri,AM,Cycling,1
0746,25,74.67,2,Mon,AM,HIIT,0
0747,22,66.78,10,Fri,AM,Aqua,1
0748,7,98.71,2,Mon,AM,Yoga,0
0749,7,81.46,14,Sun,AM,Yoga,-0
0750,6,71.74,8,Thu,PM,Cycling,-0
0751,5,78.28,7,Wednesday,AM,HIIT,-0
0752,20,75.03,8,Thu,AM,HIIT,0
0753,8,92.16,2,Mon,AM,HIIT,-0
0754,8,93.36,13,Sat,PM,HIIT,0
0755,8,90.22,8,Thu,AM,Strength,0
0756,7,79.14,14,Sun,AM,HIIT,-0
0757,12,89.83,12,Sat,AM,Cycling,-0
0758,14,74.33,6,Wed,AM,HIIT,0
0759,13,75.8,12,Sat,AM,Aqua,0
0760,24,68.93,15,Sun,PM,HIIT,1
0761,10,105.54,2,Mon,AM,Aqua,0
0762,5,107.38,2,Mon,AM,Cycling,0
0763,7,82.96,2,Mon,AM,HIIT,0
0764,7,121.38,9,Thu,PM,Yoga,1
0765,21,68.06,10,Fri,AM,Cycling,1
0766,39,74.52,6,Wed,PM,Strength,1
0767,14,70.29,8,Thu,AM,Cycling,1
0768,13,71.55,8,Thu,AM,HIIT,-0
0769,20,76.03,10,Fri,AM,Cycling,0
0770,5,110.13,10,Fri.,AM,HIIT,0
0771,11,71.35,14,Sun,AM,HIIT,-0
0772,11,77.92,10,Fri,AM,HIIT,1
0773,16,71.48,10,Fri.,AM,HIIT,1
0774,16,81.34,10,Fri,AM,Cycling,0
0775,6,92.03,12,Sat,AM,HIIT,0
0776,25,84.04,15,Sun,PM,Cycling,0
0777,6,104.78,13,Sun,PM,Strength,-0
0778,2,88.22,7,Thu,PM,Aqua,-0
0779,18,61.4,8,Thu,AM,HIIT,0
0780,13,80.89,10,Fri,AM,Strength,0
0781,8,88.98,2,Mon,PM,Cycling,0
0782,10,NA,5,Tue,PM,HIIT,0
0783,15,85.42,12,Sat,AM,Strength,0
0784,18,74.33,2,Mon,AM,Cycling,1
0785,23,70.26,2,Mon,AM,HIIT,0
0786,7,97.76,10,Fri,AM,Strength,-0
0787,18,74.69,8,Thu,AM,Cycling,0
0788,9,80.3,15,Sun,PM,Yoga,0
0789,12,80.56,2,Mon,AM,HIIT,1
0790,10,76.13,8,Thu,AM,HIIT,0
0791,13,77.37,12,Wed,PM,HIIT,0
0792,4,91.43,7,Wednesday,AM,Cycling,-0
0793,11,76.97,2,Mon,AM,Cycling,0
0794,9,87.62,10,Fri,AM,Cycling,0
0795,13,76.75,10,Fri,AM,Strength,0
0796,10,81.47,14,Sun,AM,Cycling,0
0797,17,98.6,10,Fri,AM,Yoga,0
0798,15,79.43,14,Sun,PM,HIIT,0
0799,12,77.72,10,Fri,AM,HIIT,-0
0800,22,73.51,14,Sun,AM,HIIT,1
0801,36,65.78,6,Wed,AM,Cycling,0
0802,25,70.57,4,Tue,AM,HIIT,1
0803,6,98.75,2,Mon,AM,Yoga,0
0804,10,82.86,5 days,Wednesday,PM,HIIT,0
0805,19,64.09,14,Sun,PM,Yoga,0
0806,5,71.81,10,Fri,AM,Strength,-0
0807,4,102.92,12,Sat,AM,HIIT,0
0808,7,80.18,8,Thu,AM,Strength,-0
0809,19,74.11,12,Sat,AM,Cycling,0
0810,18,78.39,14,Sun,AM,Yoga,1
0811,22,73.72,6,Wed,AM,Cycling,1
0812,14,75.69,5,Tue,PM,Strength,0
0813,22,85.12,10,Fri,AM,Yoga,0
0814,25,79.99,4,Tue,AM,Cycling,1
0815,6,95.82,4,Tue,AM,HIIT,-0
0816,10,88.47,10,Fri,AM,Cycling,0
0817,28,64.23,4,Tue,AM,Strength,0
0818,17,72.14,12,Sat,AM,Yoga,1
0819,22,63.16,2,Mon,AM,Strength,1
0820,7,78.28,3,Tue,PM,Cycling,1
0821,21,83.77,2,Mon,AM,Strength,1
0822,2,113.93,12,Sat,AM,Yoga,-0
0823,18,70.63,14,Sun,AM,Strength,1
0824,7,75.56,10,Fri,AM,HIIT,0
0825,11,88.68,2,Mon,PM,HIIT,0
0826,6,101.8,6,Wednesday,PM,HIIT,-0
0827,3,95.73,2,Mon,PM,HIIT,-0
0828,14,84.82,2,Mon,AM,Aqua,0
0829,23,74.79,2,Mon,PM,Aqua,1
0830,4,123.9,7,Wed,AM,HIIT,-0
0831,14,73.37,7,Thu,PM,Yoga,1
0832,25,71.39,12,Sat,PM,Aqua,0
0833,12,93.43,10,Fri,AM,HIIT,1
0834,14,80.54,10,Fri,AM,Aqua,0
0835,10,85.67,2,Mon,AM,HIIT,0
0836,6,83.98,4,Tue,AM,Cycling,-0
0837,10,66.72,10,Wed,PM,HIIT,-0
0838,12,102.84,2,Mon,PM,Strength,0
0839,15,88.18,2,Monday,AM,HIIT,0
0840,5,84.22,4,Tue,AM,Cycling,-0
0841,10,91.94,10,Fri,AM,Aqua,0
0842,7,84.64,9,Thu,PM,HIIT,0
0843,12,72,12,Sat,AM,HIIT,0
0844,8,68.34,12,Sat,PM,Aqua,0
0845,16,65.81,5,Wednesday,PM,Aqua,-0
0846,43,72.42,14,Sun,AM,HIIT,1
0847,9,86.95,8,Thu,AM,Strength,1
0848,19,103.99,2,Mon,AM,HIIT,1
0849,7,74.35,15,Sun,AM,Cycling,1
0850,15,68.26,10,Fri,AM,Cycling,0
0851,20,80.4,13,Sat,AM,HIIT,0
0852,8,93.5,8,Thu,AM,HIIT,1
0853,22,73.15,2 days,Mon,AM,Cycling,1
0854,7,104.27,4,Tue,AM,HIIT,-0
0855,16,83.93,8,Thu,AM,Cycling,0
0856,97,65.69,2,Mon,AM,HIIT,1
0857,12,77.36,8,Thu,PM,Cycling,0
0858,9,86.87,14,Sun,AM,Cycling,0
0859,5,112.43,3,Tue,PM,HIIT,0
0860,9,82.14,10,Thu,PM,HIIT,0
0861,6,95.66,3,Tue,PM,Cycling,0
0862,12,68.82,2,Mon,AM,HIIT,0
0863,7,92.39,4,Tue,AM,HIIT,-0
0864,6,89.52,9,Thu,PM,Cycling,0
0865,4,NA,7,Thu,PM,Cycling,-0
0866,10,70.79,6,Wed,PM,Cycling,0
0867,15,83.72,4,Tue,AM,Cycling,0
0868,8,91.17,12,Thu,PM,Yoga,-0
0869,15,72.35,6,Wed,PM,HIIT,0
0870,5,108.14,8,Thu,AM,Yoga,1
0871,13,75.62,7,Wed,PM,Cycling,0
0872,22,80.87,10,Fri,AM,Aqua,1
0873,5,85.46,11,Fri,AM,Cycling,-0
0874,9,95.9,10,Fri,AM,HIIT,-0
0875,4,89.51,4 days,Tue,AM,Cycling,0
0876,4,92.01,13,Sun,PM,HIIT,0
0877,16,87.89,15,Thu,PM,HIIT,0
0878,13,86.73,10,Fri,AM,HIIT,0
0879,21,74.69,8,Thu,AM,Aqua,1
0880,20,73.04,14,Sun,AM,HIIT,0
0881,6,113.19,14,Sun,AM,Cycling,-0
0882,41,73.9,8,Thu,AM,HIIT,0
0883,2,120.81,2,Mon,AM,Cycling,-0
0884,10,83.37,3,Mon,AM,Strength,0
0885,18,87.7,7,Wed,PM,Cycling,0
0886,13,77.89,4,Tue,PM,Cycling,1
0887,1,112.5,12,Fri.,PM,Yoga,-0
0888,13,73.16,6,Wednesday,PM,HIIT,1
0889,23,82.96,8,Thu,AM,Strength,1
0890,17,80.49,4,Tue,PM,Cycling,0
0891,5,71.91,12,Sat,AM,HIIT,-0
0892,27,75.63,9,Thu,PM,Yoga,1
0893,7,100.89,8,Thu,AM,Yoga,1
0894,6,75.8,14,Sun,AM,Cycling,-0
0895,13,70.49,12,Sat,AM,Aqua,0
0896,20,66.31,14,Sun,AM,HIIT,0
0897,6,102.68,14,Sun,AM,HIIT,-0
0898,19,79.19,13,Sat,PM,Cycling,1
0899,23,83.65,5,Tue,PM,Cycling,1
0900,7,90.83,10,Fri,AM,Cycling,0
0901,6,77.55,14,Sun,AM,Strength,-0
0902,11,87.13,14,Sun,AM,HIIT,-0
0903,11,76.69,2,Mon,PM,HIIT,0
0904,13,92.64,10,Fri,AM,HIIT,1
0905,19,82.38,3,Tue,PM,Strength,0
0906,5,83.85,15,Fri,PM,Strength,1
0907,32,69.71,10,Thu,PM,Strength,1
0908,11,68.33,8,Thu,AM,Strength,0
0909,17,90.19,12,Sat,PM,HIIT,0
0910,27,62.32,8,Thu,PM,HIIT,1
0911,9,79.91,12,Sat,AM,HIIT,0
0912,4,102.62,14,Sun,AM,Cycling,-0
0913,9,87.94,10,Fri,AM,HIIT,0
0914,23,73.8,10,Fri,AM,HIIT,1
0915,8,84.11,6,Wed,AM,Cycling,0
0916,8,99.26,12,Sat,AM,Aqua,0
0917,5,110.25,2,Mon,AM,HIIT,-0
0918,7,90.71,15,Sun,PM,Aqua,1
0919,19,79.46,3,Tue,PM,Cycling,-0
0920,4,86.59,12,Sat,AM,Strength,-0
0921,31,70.14,14,Sun,AM,Cycling,1
0922,24,72.74,10,Fri,AM,Cycling,1
0923,7,78.74,2,Mon,AM,Strength,0
0924,8,94.26,10,Fri.,AM,Yoga,0
0925,9,78.28,6,Wed,PM,Strength,0
0926,20,65.61,12,Sat,AM,Cycling,1
0927,12,89.71,4,Tue,AM,Strength,1
0928,13,78.43,4,Tue,PM,HIIT,0
0929,22,61.15,2,Mon,AM,Strength,0
0930,4,109.66,14,Sun,AM,Strength,-0
0931,11,NA,5,Wed,PM,Cycling,0
0932,11,114.87,15,Sun,PM,HIIT,0
0933,17,68.55,8,Thu,AM,HIIT,1
0934,36,58.42,4,Mon,PM,HIIT,0
0935,12,78.79,2,Mon,AM,HIIT,0
0936,12,88.38,9,Thu,PM,HIIT,0
0937,10,75.63,4,Tue,PM,Strength,-0
0938,8,72.67,2,Monday,AM,HIIT,0
0939,4,82.25,14,Sun,AM,Strength,0
0940,33,73.91,14,Sun,AM,Cycling,1
0941,9,69.62,2,Mon,AM,HIIT,-0
0942,32,67.75,2,Mon,AM,HIIT,0
0943,21,78.47,10,Fri,AM,HIIT,-0
0944,14,75.73,8,Mon,PM,HIIT,-0
0945,11,85.33,4,Tue,AM,Cycling,0
0946,55,67.57,5,Tue,PM,Cycling,1
0947,10,101.37,10,Fri,AM,HIIT,0
0948,13,92.63,14,Sun,AM,HIIT,1
0949,15,78.13,14,Sun,AM,HIIT,0
0950,11,66.38,15,Sun,AM,Yoga,0
0951,5,84.93,8,Thu,AM,Cycling,0
0952,18,96.81,13,Sat,PM,Cycling,0
0953,7,78.69,10,Fri,AM,HIIT,-0
0954,23,86.62,12,Sat,AM,HIIT,-0
0955,6,70.71,12,Sat,AM,Cycling,0
0956,37,73.62,15,Sun,AM,Strength,1
0957,5,115.91,14,Sun,PM,HIIT,-0
0958,7,80.6,14,Sun,AM,Cycling,1
0959,7,97.28,4,Tue,PM,Aqua,-0
0960,8,95.86,4,Tue,AM,Cycling,0
0961,39,60.46,8,Thu,AM,HIIT,1
0962,8,85.28,2,Mon,AM,HIIT,0
0963,14,68.83,6,Wednesday,PM,HIIT,-0
0964,12,67.23,5,Wed,PM,Yoga,0
0965,14,79.27,11,Fri,AM,Cycling,-0
0966,4,96.79,8,Thu,PM,HIIT,-0
0967,17,72.1,7,Thu,PM,HIIT,0
0968,5,92.58,4,Tue,AM,Yoga,-0
0969,57,68.87,9,Thu,PM,HIIT,1
0970,17,68.89,8,Thu,AM,Cycling,1
0971,31,64.05,10,Thu,PM,Strength,0
0972,16,80.54,8,Thu,AM,Strength,1
0973,9,82.62,10,Fri,AM,Yoga,-0
0974,5,93.5,2,Mon,AM,Cycling,-0
0975,8,105.3,2,Mon,AM,HIIT,0
0976,19,68.33,10,Fri,AM,Strength,0
0977,12,78.93,6,Wednesday,AM,Strength,0
0978,13,72.14,10,Fri,AM,Strength,1
0979,7,81.92,2,Mon,AM,Strength,0
0980,2,106.35,10,Fri,AM,HIIT,-0
0981,29,NA,8,Thu,PM,HIIT,1
0982,13,83.12,10,Fri,AM,HIIT,1
0983,9,90.76,12,Sat,PM,HIIT,-0
0984,14,85.6,8,Thu,PM,HIIT,1
0985,30,74.91,7,Wed,PM,Yoga,0
0986,24,76.25,14,Sun,AM,Strength,1
0987,22,67.24,12,Sat,AM,Cycling,0
0988,26,84.52,12,Sat,AM,Yoga,1
0989,9,91.27,2,Mon,AM,Cycling,0
0990,28,NA,8,Thu,PM,HIIT,1
0991,19,72.1,5,Tue,PM,Cycling,0
0992,28,62.02,10,Fri,AM,Aqua,1
0993,12,107.34,4,Tue,PM,HIIT,1
0994,4,108.35,2,Mon,AM,HIIT,-0
0995,28,68.42,8,Thu,AM,HIIT,0
0996,11,90.72,10,Fri,AM,Strength,-0
0997,8,89.73,4,Tue,AM,HIIT,-0
0998,11,94.38,4,Tue,PM,HIIT,-0
0999,8,118.88,6,Wednesday,AM,Cycling,0
1000,9,76.1,4,Tue,AM,HIIT,0
1001,4,116.17,14,Sun,AM,HIIT,-0
1002,9,100.57,8,Thu,PM,Cycling,0
1003,6,107.06,10,Fri,AM,Cycling,0
1004,18,79.71,4,Tue,AM,HIIT,1
1005,14,95.6,14,Sun,AM,HIIT,1
1006,6,98.25,4,Tue,AM,Cycling,0
1007,4,97.91,8,Thu,AM,Aqua,0
1008,13,95.46,2,Mon,AM,HIIT,0
1009,7,81.29,14,Sun,AM,Cycling,-0
1010,10,85.44,4,Tue,AM,HIIT,1
1011,8,84.78,12,Sat,AM,Strength,0
1012,11,80.16,3,Mon,AM,HIIT,-0
1013,6,77.02,8,Thu,AM,HIIT,0
1014,22,72.47,2,Mon,AM,HIIT,1
1015,37,78.84,14,Sun,AM,Cycling,1
1016,17,87.69,10,Fri,AM,Cycling,0
1017,3,98.39,8,Thu,AM,HIIT,-0
1018,12,77.86,13,Sat,PM,Strength,0
1019,20,78.85,5,Wednesday,PM,HIIT,1
1020,11,68.87,10,Fri,AM,-,0
1021,11,75.72,10 days,Fri,AM,Cycling,0
1022,11,85.39,4,Tue,AM,Strength,0
1023,8,85.87,5,Wednesday,PM,Cycling,0
1024,24,78.37,2,Mon,AM,HIIT,1
1025,8,84.76,6,Wed,PM,Cycling,0
1026,10,80.48,10,Fri,AM,Cycling,1
1027,14,70.03,2,Mon,AM,Cycling,0
1028,30,66.57,10,Fri,AM,Cycling,1
1029,39,72.72,10,Fri,AM,HIIT,1
1030,16,77.38,14,Sun,AM,HIIT,1
1031,25,69.54,2,Mon,AM,Yoga,0
1032,11,87.59,2,Mon,AM,Strength,0
1033,5,92.73,11,Fri.,PM,Yoga,0
1034,15,73.13,12,Sat,AM,Cycling,0
1035,5,102.23,8,Thu,AM,Cycling,-0
1036,16,80.51,10,Fri,AM,Strength,-0
1037,27,64.44,2,Mon,AM,HIIT,1
1038,7,99.82,8,Thu,AM,HIIT,-0
1039,11,89.04,7,Wednesday,PM,Cycling,0
1040,14,75.22,4,Tue,AM,HIIT,0
1041,3,92.28,14,Sun,AM,HIIT,-0
1042,8,71.45,7,Wed,PM,Cycling,-0
1043,6,99.08,2,Mon,AM,Cycling,-0
1044,27,66.27,14,Sun,AM,Yoga,1
1045,6,98.74,8,Thu,AM,HIIT,-0
1046,13,84.03,10,Fri,AM,Strength,0
1047,43,75.68,7,Tue,PM,Strength,0
1048,5,72.36,11,Thu,PM,Cycling,-0
1049,34,72.59,15,Sun,PM,HIIT,1
1050,13,108.49,15,Sun,PM,Cycling,0
1051,66,74.76,12,Sat,AM,Strength,1
1052,6,87.67,8,Thu,AM,Yoga,-0
1053,11,98.58,14,Sun,PM,Aqua,-0
1054,14,87.44,10,Fri,AM,HIIT,0
1055,44,67.44,6,Wednesday,AM,Yoga,1
1056,16,84.73,4,Tue,AM,Cycling,1
1057,12,70.37,2,Mon,AM,HIIT,1
1058,21,84.98,2,Mon,AM,HIIT,0
1059,2,103.2,12,Sat,PM,HIIT,0
1060,7,105.02,16,Sun,PM,Yoga,0
1061,5,82.28,14,Sun,AM,Aqua,0
1062,18,75.51,2,Monday,AM,HIIT,0
1063,20,79.56,14,Sun,AM,Strength,1
1064,27,74.64,10,Fri,AM,Yoga,1
1065,5,113.01,14,Sun,AM,HIIT,0
1066,13,82.63,10,Fri.,AM,HIIT,1
1067,15,88.37,14,Sun,AM,HIIT,0
1068,10,83.46,10,Fri,AM,Strength,0
1069,15,101.58,8,Thu,AM,HIIT,0
1070,8,86.87,10,Fri,AM,HIIT,1
1071,9,89.78,10,Fri,AM,HIIT,-0
1072,6,105.3,7,Wed,PM,HIIT,-0
1073,7,73.57,10,Fri,AM,HIIT,-0
1074,11,70.23,14,Sun,AM,Strength,-0
1075,12,113.45,12,Sat,AM,Cycling,0
1076,37,NA,11,Sat,PM,HIIT,1
1077,15,79.93,10,Fri,AM,HIIT,0
1078,9,81.36,2,Mon,AM,HIIT,1
1079,6,95.25,12,Sat,AM,HIIT,0
1080,13,76.99,14,Sun,PM,HIIT,0
1081,19,76.36,10,Fri,AM,Strength,0
1082,2,107.87,3,Tue,PM,Strength,-0
1083,17,77.38,6,Wed,PM,HIIT,0
1084,12,60.28,2,Mon,AM,Strength,1
1085,25,71.24,4,Tue,PM,Strength,0
1086,36,66.3,10,Fri,AM,HIIT,1
1087,15,82.72,12,Sat,AM,Cycling,-0
1088,15,81.13,4,Tue,AM,HIIT,1
1089,11,106.15,10,Fri,AM,Cycling,1
1090,16,76.18,13,Sun,PM,Cycling,1
1091,7,83.9,7,Thu,PM,Strength,0
1092,15,74.44,12,Sat,AM,Strength,0
1093,7,97.03,10,Fri.,AM,Strength,-0
1094,10,75.94,4,Tue,AM,Cycling,-0
1095,12,72.15,10,Fri,AM,Aqua,1
1096,5,76.18,3,Tue,PM,Strength,0
1097,20,90.68,10,Fri,AM,Cycling,-0
1098,3,88.66,8,Thu,AM,HIIT,-0
1099,7,112.71,14 days,Sun,AM,HIIT,-0
1100,30,65.6,9,Fri,PM,Cycling,0
1101,39,86.12,12,Sat,AM,HIIT,1
1102,15,70.98,6,Wed,AM,Yoga,0
1103,11,83.37,6,Wednesday,AM,Cycling,-0
1104,47,71.17,12,Sat,AM,Yoga,1
1105,13,77.43,10,Fri,AM,-,0
1106,16,79.54,11,Fri,AM,Aqua,1
1107,65,60.62,12,Sat,AM,HIIT,1
1108,7,77.76,7,Wed,PM,Strength,0
